epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,505.177,0.51807,0.52454,0.94412,0.89936,0.7581,0.83689,0.72614,0.52733,0.45973,0.88929,0.000333058,0.000333058,0.000333058
34,520.098,0.52166,0.52443,0.94503,0.88891,0.7549,0.83509,0.72322,0.54896,0.46085,0.89523,0.000315059,0.000315059,0.000315059
35,535.169,0.51975,0.51299,0.94175,0.91127,0.74675,0.83906,0.72604,0.53391,0.45055,0.89229,0.000297061,0.000297061,0.000297061
36,553.368,0.50563,0.4987,0.93939,0.94345,0.74198,0.83868,0.73024,0.52637,0.44859,0.8883,0.000279063,0.000279063,0.000279063
37,587.598,0.51289,0.51347,0.94323,0.92789,0.73297,0.83432,0.72386,0.52041,0.44817,0.88363,0.000261065,0.000261065,0.000261065
38,612.269,0.50304,0.49337,0.94077,0.92662,0.74546,0.83673,0.72409,0.52764,0.44288,0.88731,0.000243067,0.000243067,0.000243067
39,629.354,0.50034,0.49477,0.939,0.92266,0.73902,0.83597,0.72569,0.52215,0.44728,0.88878,0.000225068,0.000225068,0.000225068
40,648.505,0.49746,0.46792,0.93457,0.92515,0.73829,0.83167,0.72729,0.51944,0.45182,0.88565,0.00020707,0.00020707,0.00020707
41,732.913,0.44106,0.37867,0.87962,0.91862,0.73784,0.84075,0.72683,0.53826,0.45556,0.89215,0.000189072,0.000189072,0.000189072
42,793.127,0.43467,0.35773,0.87607,0.90995,0.75745,0.83937,0.72535,0.53059,0.45102,0.88756,0.000171074,0.000171074,0.000171074
43,848.307,0.43027,0.35031,0.87605,0.91685,0.75113,0.83798,0.72781,0.52708,0.45257,0.88797,0.000153076,0.000153076,0.000153076
44,876.438,0.41618,0.33681,0.87518,0.91444,0.75105,0.84083,0.72995,0.52134,0.43999,0.88693,0.000135077,0.000135077,0.000135077
45,893.52,0.4196,0.33012,0.87131,0.92747,0.74885,0.83898,0.73251,0.52255,0.43257,0.88413,0.000117079,0.000117079,0.000117079
46,909.66,0.41113,0.32518,0.87316,0.92812,0.75309,0.84602,0.73526,0.51628,0.42853,0.88444,9.9081e-05,9.9081e-05,9.9081e-05
47,927.544,0.39976,0.30883,0.86734,0.92117,0.75344,0.84846,0.73675,0.51382,0.42509,0.88262,8.10828e-05,8.10828e-05,8.10828e-05
48,945.984,0.39808,0.30403,0.8689,0.91284,0.76527,0.84978,0.74218,0.51152,0.41718,0.8829,6.30846e-05,6.30846e-05,6.30846e-05
49,1012.91,0.39392,0.30356,0.86556,0.9238,0.75766,0.85063,0.74333,0.51011,0.41944,0.88442,4.50864e-05,4.50864e-05,4.50864e-05
50,1072.75,0.38967,0.29337,0.86213,0.92414,0.76222,0.85184,0.74209,0.5101,0.41652,0.88232,2.70882e-05,2.70882e-05,2.70882e-05
