epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,337.935,0.59213,0.74501,1.03707,0.86958,0.68966,0.79363,0.68149,0.58327,0.71079,1.01236,0.000693022,0.000693022,0.000693022
14,363.343,0.59052,0.71204,1.03927,0.87898,0.70218,0.80063,0.68512,0.58864,0.65893,1.02479,0.000675023,0.000675023,0.000675023
15,389.038,0.5765,0.68387,1.0364,0.87728,0.70914,0.81428,0.70238,0.57797,0.64916,1.01981,0.000657025,0.000657025,0.000657025
16,414.882,0.5721,0.66503,1.03108,0.89082,0.69274,0.79714,0.68757,0.58214,0.65183,1.01417,0.000639027,0.000639027,0.000639027
17,440.481,0.56721,0.66045,1.0257,0.87614,0.72351,0.80872,0.70322,0.56191,0.63093,1.00482,0.000621029,0.000621029,0.000621029
18,466.002,0.55841,0.63216,1.02072,0.87517,0.72185,0.81578,0.70126,0.57173,0.62114,1.00528,0.000603031,0.000603031,0.000603031
19,491.516,0.55632,0.63022,1.02122,0.87604,0.75366,0.83244,0.7232,0.55006,0.57739,0.9973,0.000585032,0.000585032,0.000585032
20,516.946,0.55139,0.61541,1.01374,0.91018,0.72013,0.8197,0.70579,0.56845,0.61024,1.01016,0.000567034,0.000567034,0.000567034
21,542.563,0.55659,0.60707,1.02007,0.90698,0.73667,0.83062,0.72221,0.55372,0.57911,1.00034,0.000549036,0.000549036,0.000549036
22,568.049,0.54273,0.59738,1.01232,0.88852,0.74465,0.82721,0.72346,0.54439,0.58226,0.99101,0.000531038,0.000531038,0.000531038
23,593.547,0.54419,0.59103,1.01192,0.87365,0.7431,0.82751,0.71945,0.54788,0.59829,0.99554,0.00051304,0.00051304,0.00051304
24,619.106,0.52844,0.57666,1.00856,0.87771,0.75365,0.82979,0.72017,0.55859,0.5856,1.0007,0.000495041,0.000495041,0.000495041
25,644.58,0.52621,0.55718,1.00244,0.8952,0.75547,0.84169,0.73571,0.54202,0.54843,0.99477,0.000477043,0.000477043,0.000477043
26,669.926,0.53435,0.55987,1.00551,0.90411,0.75509,0.83301,0.72644,0.54466,0.56343,0.99422,0.000459045,0.000459045,0.000459045
27,695.36,0.52392,0.53568,1.00129,0.9163,0.74111,0.84476,0.73667,0.53599,0.5509,0.98394,0.000441047,0.000441047,0.000441047
28,720.782,0.51796,0.537,1,0.88739,0.7713,0.84126,0.73602,0.54134,0.54474,0.99089,0.000423049,0.000423049,0.000423049
29,746.392,0.50418,0.51652,0.98939,0.911,0.75734,0.84434,0.73986,0.5286,0.55161,0.98249,0.00040505,0.00040505,0.00040505
30,771.901,0.50581,0.51543,0.99379,0.88224,0.7736,0.84526,0.73714,0.5367,0.54761,0.98716,0.000387052,0.000387052,0.000387052
31,797.393,0.49951,0.50504,0.98658,0.89065,0.77882,0.84637,0.74714,0.52781,0.53335,0.98179,0.000369054,0.000369054,0.000369054
32,822.926,0.50291,0.50466,0.98982,0.92178,0.74839,0.84277,0.74097,0.52695,0.53613,0.98327,0.000351056,0.000351056,0.000351056
33,848.384,0.49248,0.48099,0.98243,0.89383,0.78006,0.84814,0.74239,0.53268,0.52593,0.98954,0.000333058,0.000333058,0.000333058
34,873.675,0.49552,0.48292,0.98337,0.91377,0.74287,0.84034,0.73822,0.53143,0.55049,0.98399,0.000315059,0.000315059,0.000315059
35,898.983,0.49457,0.46901,0.98242,0.89808,0.75687,0.83896,0.74429,0.5244,0.52932,0.98347,0.000297061,0.000297061,0.000297061
36,924.437,0.48097,0.46392,0.97805,0.91451,0.76838,0.84943,0.74759,0.52444,0.51288,0.97726,0.000279063,0.000279063,0.000279063
37,949.807,0.48468,0.46094,0.97934,0.91025,0.77452,0.85367,0.7543,0.51489,0.51017,0.97864,0.000261065,0.000261065,0.000261065
38,975.171,0.47479,0.45341,0.97655,0.90104,0.77399,0.84932,0.75015,0.51563,0.50465,0.97482,0.000243067,0.000243067,0.000243067
39,1000.47,0.47284,0.45448,0.972,0.91716,0.77214,0.84846,0.74724,0.52157,0.51847,0.97804,0.000225068,0.000225068,0.000225068
40,1025.82,0.46733,0.42884,0.96929,0.91464,0.7664,0.8508,0.75061,0.51334,0.51964,0.97451,0.00020707,0.00020707,0.00020707
41,1070.48,0.41295,0.35426,0.938,0.9033,0.76389,0.8455,0.74639,0.52126,0.51947,0.97417,0.000189072,0.000189072,0.000189072
42,1095.73,0.40478,0.33546,0.92708,0.88865,0.79732,0.85184,0.74963,0.5194,0.50318,0.97218,0.000171074,0.000171074,0.000171074
43,1121.02,0.40356,0.33098,0.93294,0.912,0.7775,0.85143,0.75294,0.51043,0.49806,0.96823,0.000153076,0.000153076,0.000153076
44,1146.08,0.39217,0.32159,0.92261,0.93129,0.76961,0.85176,0.75083,0.50509,0.49047,0.96728,0.000135077,0.000135077,0.000135077
45,1171.13,0.39181,0.31298,0.92129,0.9187,0.77256,0.85304,0.75559,0.50164,0.4852,0.96777,0.000117079,0.000117079,0.000117079
46,1196.12,0.38236,0.30061,0.91267,0.92207,0.77417,0.85597,0.75913,0.50744,0.48921,0.96856,9.9081e-05,9.9081e-05,9.9081e-05
47,1221.1,0.37575,0.28985,0.90907,0.93669,0.76534,0.85384,0.75884,0.49347,0.47569,0.95988,8.10828e-05,8.10828e-05,8.10828e-05
48,1245.95,0.37131,0.2849,0.91126,0.9193,0.78209,0.86044,0.76373,0.49557,0.46653,0.96177,6.30846e-05,6.30846e-05,6.30846e-05
49,1270.94,0.36388,0.2845,0.90996,0.93842,0.77057,0.85814,0.76272,0.496,0.47811,0.96373,4.50864e-05,4.50864e-05,4.50864e-05
50,1295.92,0.36255,0.27964,0.90795,0.93024,0.77508,0.85863,0.76597,0.49361,0.47019,0.96062,2.70882e-05,2.70882e-05,2.70882e-05
