epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,3509.92,0.57741,0.65036,0.97061,0.88297,0.69345,0.77555,0.65982,0.55772,0.48256,0.92698,0.000477043,0.000477043,0.000477043
26,3651.13,0.57985,0.64336,0.97585,0.91949,0.66632,0.76986,0.65757,0.54851,0.49659,0.92318,0.000459045,0.000459045,0.000459045
27,3792.57,0.56228,0.62027,0.96603,0.89019,0.67558,0.76632,0.64885,0.54824,0.50823,0.9255,0.000441047,0.000441047,0.000441047
28,3934.14,0.56504,0.62192,0.96508,0.89278,0.69092,0.77891,0.66452,0.53916,0.46479,0.91995,0.000423049,0.000423049,0.000423049
29,4074.92,0.56215,0.62088,0.96264,0.92487,0.67722,0.78373,0.66657,0.54461,0.45861,0.92309,0.00040505,0.00040505,0.00040505
30,4217.27,0.55445,0.60655,0.96408,0.90322,0.68459,0.77875,0.66291,0.54475,0.46385,0.92033,0.000387052,0.000387052,0.000387052
31,4359,0.54992,0.59169,0.96293,0.92138,0.67707,0.785,0.66511,0.54451,0.46775,0.92139,0.000369054,0.000369054,0.000369054
32,4503.38,0.55364,0.59439,0.9591,0.91227,0.69038,0.78904,0.67007,0.53596,0.44761,0.91822,0.000351056,0.000351056,0.000351056
33,4645.74,0.5482,0.59275,0.96113,0.90456,0.70606,0.79359,0.67608,0.53508,0.43673,0.91587,0.000333058,0.000333058,0.000333058
34,4787.16,0.54125,0.57667,0.95583,0.93452,0.67717,0.78802,0.67447,0.53002,0.43858,0.91743,0.000315059,0.000315059,0.000315059
35,4928.94,0.54499,0.56123,0.95937,0.92104,0.69723,0.79395,0.67686,0.53679,0.43061,0.92027,0.000297061,0.000297061,0.000297061
36,5069.47,0.53322,0.55296,0.95681,0.91937,0.6922,0.79048,0.67573,0.53386,0.42792,0.91736,0.000279063,0.000279063,0.000279063
37,5210.32,0.53637,0.55411,0.96078,0.88502,0.71582,0.7986,0.67814,0.53245,0.41881,0.91988,0.000261065,0.000261065,0.000261065
38,5351.75,0.53605,0.5422,0.95752,0.89873,0.71696,0.79623,0.68048,0.53248,0.4187,0.91914,0.000243067,0.000243067,0.000243067
39,5492.68,0.53592,0.54342,0.95174,0.87169,0.72461,0.79394,0.6792,0.53903,0.42755,0.92212,0.000225068,0.000225068,0.000225068
40,5634.75,0.531,0.53613,0.95549,0.91453,0.69535,0.79274,0.68018,0.53163,0.41898,0.91774,0.00020707,0.00020707,0.00020707
41,5774.75,0.45504,0.40833,0.89825,0.91396,0.69944,0.79178,0.67528,0.53666,0.43674,0.92104,0.000189072,0.000189072,0.000189072
42,5914.91,0.4498,0.36974,0.89626,0.89677,0.70867,0.79677,0.68212,0.52927,0.4196,0.9151,0.000171074,0.000171074,0.000171074
43,6053.42,0.44278,0.36439,0.89594,0.93221,0.68978,0.79604,0.6837,0.52723,0.41708,0.91589,0.000153076,0.000153076,0.000153076
44,6192.58,0.44116,0.35976,0.89387,0.91155,0.70453,0.79759,0.68492,0.51827,0.41503,0.91153,0.000135077,0.000135077,0.000135077
45,6333.07,0.42968,0.34769,0.88922,0.8928,0.69809,0.79674,0.68055,0.52184,0.41421,0.90859,0.000117079,0.000117079,0.000117079
46,6473.61,0.42703,0.33437,0.88442,0.9302,0.6933,0.80068,0.68827,0.51684,0.40527,0.90672,9.9081e-05,9.9081e-05,9.9081e-05
47,6612.55,0.42636,0.33792,0.88736,0.88807,0.71718,0.80136,0.69038,0.51698,0.39777,0.90753,8.10828e-05,8.10828e-05,8.10828e-05
48,6752.16,0.41957,0.33105,0.88195,0.90241,0.71633,0.80295,0.68807,0.51843,0.39919,0.90683,6.30846e-05,6.30846e-05,6.30846e-05
49,6890.75,0.41944,0.32048,0.89051,0.89493,0.71808,0.80492,0.69495,0.51682,0.39001,0.90732,4.50864e-05,4.50864e-05,4.50864e-05
50,7028.85,0.41056,0.31416,0.88078,0.90611,0.71681,0.80205,0.69154,0.51227,0.38717,0.90699,2.70882e-05,2.70882e-05,2.70882e-05
