epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,1014.13,0.4811,0.43557,0.92795,0.92045,0.76402,0.84382,0.73481,0.52466,0.42633,0.89174,0.000279063,0.000279063,0.000279063
72,1028.41,0.47722,0.42021,0.92566,0.90977,0.75714,0.84318,0.73822,0.51962,0.42069,0.88704,0.000270064,0.000270064,0.000270064
73,1042.48,0.46838,0.41871,0.92153,0.92234,0.75723,0.84288,0.73732,0.51094,0.42544,0.88181,0.000261065,0.000261065,0.000261065
74,1056.46,0.47652,0.41749,0.92476,0.92716,0.75853,0.84214,0.73586,0.51284,0.42585,0.88413,0.000252066,0.000252066,0.000252066
75,1070.42,0.46868,0.41355,0.92086,0.93783,0.75129,0.84206,0.7372,0.51067,0.42739,0.88039,0.000243067,0.000243067,0.000243067
76,1084.57,0.48052,0.41759,0.92651,0.9184,0.75703,0.83971,0.73617,0.51141,0.42338,0.88637,0.000234068,0.000234068,0.000234068
77,1098.65,0.45884,0.40408,0.91896,0.89813,0.76652,0.84127,0.73753,0.51131,0.42412,0.8828,0.000225068,0.000225068,0.000225068
78,1112.8,0.46569,0.4092,0.92154,0.90681,0.75892,0.8431,0.73756,0.50711,0.41554,0.88297,0.000216069,0.000216069,0.000216069
79,1126.82,0.46483,0.39984,0.92194,0.93607,0.74329,0.84561,0.73648,0.51532,0.42951,0.88751,0.00020707,0.00020707,0.00020707
80,1140.9,0.46347,0.39808,0.91768,0.92298,0.75925,0.84515,0.73574,0.51602,0.42064,0.88581,0.000198071,0.000198071,0.000198071
81,1155.35,0.45446,0.38627,0.91745,0.92964,0.74483,0.84102,0.73426,0.51682,0.42662,0.88724,0.000189072,0.000189072,0.000189072
82,1169.81,0.45454,0.3976,0.91633,0.91021,0.76675,0.84763,0.74184,0.50938,0.41618,0.88512,0.000180073,0.000180073,0.000180073
83,1183.77,0.45528,0.39007,0.91713,0.9241,0.75262,0.84232,0.73551,0.50735,0.41491,0.88268,0.000171074,0.000171074,0.000171074
84,1197.74,0.45097,0.38641,0.91593,0.93119,0.75569,0.84718,0.7383,0.50439,0.40955,0.87935,0.000162075,0.000162075,0.000162075
85,1211.77,0.44514,0.37689,0.91223,0.91692,0.75507,0.84825,0.74279,0.50229,0.41184,0.8784,0.000153076,0.000153076,0.000153076
86,1225.87,0.45097,0.38368,0.91781,0.9327,0.74237,0.84618,0.74003,0.50673,0.41681,0.8824,0.000144077,0.000144077,0.000144077
87,1239.79,0.44783,0.38547,0.9149,0.92908,0.75072,0.84436,0.73947,0.50644,0.41563,0.88155,0.000135077,0.000135077,0.000135077
88,1253.82,0.44823,0.37616,0.91635,0.92819,0.75623,0.84494,0.73994,0.50396,0.40713,0.88173,0.000126078,0.000126078,0.000126078
89,1267.92,0.45237,0.38036,0.91684,0.91628,0.76409,0.84554,0.74145,0.50319,0.41214,0.87998,0.000117079,0.000117079,0.000117079
90,1281.92,0.44961,0.37853,0.91764,0.91194,0.76676,0.84532,0.74081,0.50354,0.40978,0.87864,0.00010808,0.00010808,0.00010808
91,1312.99,0.38302,0.29043,0.85832,0.92133,0.75099,0.84004,0.73371,0.51132,0.41618,0.88278,9.9081e-05,9.9081e-05,9.9081e-05
92,1326.98,0.38243,0.27741,0.85315,0.91605,0.75994,0.84052,0.73754,0.51173,0.4188,0.88194,9.00819e-05,9.00819e-05,9.00819e-05
93,1341.07,0.38009,0.27257,0.85575,0.92985,0.75189,0.84327,0.74021,0.50798,0.41532,0.88305,8.10828e-05,8.10828e-05,8.10828e-05
94,1355.33,0.37665,0.26608,0.85614,0.93339,0.75908,0.84233,0.74091,0.50574,0.41821,0.87982,7.20837e-05,7.20837e-05,7.20837e-05
95,1369.68,0.37303,0.26479,0.85117,0.90508,0.77152,0.84243,0.74018,0.50534,0.41283,0.88126,6.30846e-05,6.30846e-05,6.30846e-05
96,1383.94,0.36635,0.25453,0.85004,0.93202,0.75882,0.84506,0.74286,0.5048,0.41709,0.88076,5.40855e-05,5.40855e-05,5.40855e-05
97,1397.89,0.36319,0.25444,0.85073,0.89953,0.77267,0.84431,0.74164,0.50511,0.41443,0.88111,4.50864e-05,4.50864e-05,4.50864e-05
98,1412.02,0.36377,0.25197,0.85249,0.89449,0.77772,0.84445,0.74247,0.50995,0.41673,0.88341,3.60873e-05,3.60873e-05,3.60873e-05
99,1426.4,0.36093,0.24887,0.85276,0.89638,0.77531,0.84421,0.74379,0.50817,0.41719,0.88259,2.70882e-05,2.70882e-05,2.70882e-05
100,1440.67,0.3604,0.24685,0.85013,0.89806,0.77378,0.84395,0.74225,0.50797,0.41506,0.88318,1.80891e-05,1.80891e-05,1.80891e-05
