epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,249.242,0.59957,0.71112,0.9787,0.89334,0.68963,0.79307,0.67407,0.59072,0.58931,0.91557,0.000765014,0.000765014,0.000765014
18,263.649,0.59346,0.69985,0.97646,0.89608,0.69458,0.79622,0.6759,0.58483,0.58594,0.9095,0.000756015,0.000756015,0.000756015
19,277.873,0.58373,0.68938,0.97325,0.8855,0.7151,0.79674,0.6821,0.57908,0.56535,0.90587,0.000747016,0.000747016,0.000747016
20,292.088,0.58844,0.68458,0.97629,0.86858,0.7035,0.79382,0.67214,0.58396,0.60188,0.90991,0.000738017,0.000738017,0.000738017
21,306.201,0.58732,0.68679,0.97659,0.85964,0.71859,0.80366,0.68631,0.56834,0.54672,0.9006,0.000729018,0.000729018,0.000729018
22,320.345,0.57818,0.66966,0.97034,0.88486,0.69199,0.78753,0.67786,0.57074,0.58383,0.90153,0.000720019,0.000720019,0.000720019
23,334.543,0.58209,0.65452,0.96878,0.88297,0.71246,0.80608,0.6884,0.56569,0.53629,0.89841,0.00071102,0.00071102,0.00071102
24,349.045,0.57232,0.64396,0.96252,0.92128,0.70117,0.80859,0.68978,0.57088,0.54234,0.89914,0.000702021,0.000702021,0.000702021
25,363.285,0.5655,0.63239,0.96093,0.89964,0.70921,0.80538,0.68617,0.5787,0.53925,0.90941,0.000693022,0.000693022,0.000693022
26,377.54,0.57591,0.63775,0.96613,0.87433,0.73334,0.81711,0.70475,0.5631,0.51576,0.89781,0.000684022,0.000684022,0.000684022
27,391.615,0.56618,0.62454,0.9605,0.92218,0.7062,0.81902,0.70137,0.55307,0.52527,0.8923,0.000675023,0.000675023,0.000675023
28,405.677,0.57014,0.62098,0.96401,0.91151,0.72865,0.82414,0.70198,0.56577,0.50116,0.90124,0.000666024,0.000666024,0.000666024
29,419.958,0.558,0.61281,0.95949,0.85385,0.74917,0.81906,0.7057,0.55585,0.50199,0.8978,0.000657025,0.000657025,0.000657025
30,434.211,0.55605,0.6024,0.95979,0.89623,0.73609,0.82072,0.70282,0.55667,0.50481,0.89775,0.000648026,0.000648026,0.000648026
31,448.569,0.5469,0.59019,0.95668,0.89128,0.74179,0.82152,0.705,0.55176,0.49483,0.89796,0.000639027,0.000639027,0.000639027
32,462.934,0.56109,0.59824,0.96202,0.88952,0.7329,0.81876,0.70218,0.55265,0.49961,0.899,0.000630028,0.000630028,0.000630028
33,477.317,0.54575,0.56777,0.95451,0.89913,0.73553,0.82288,0.7004,0.55852,0.50101,0.89736,0.000621029,0.000621029,0.000621029
34,491.704,0.54984,0.57598,0.95471,0.88144,0.74191,0.81987,0.70191,0.56639,0.5022,0.90113,0.00061203,0.00061203,0.00061203
35,506.007,0.55098,0.56725,0.95239,0.88781,0.73768,0.82148,0.70536,0.55105,0.49222,0.89982,0.000603031,0.000603031,0.000603031
36,520.218,0.53601,0.55207,0.94801,0.888,0.74068,0.82888,0.71219,0.54448,0.47725,0.89323,0.000594031,0.000594031,0.000594031
37,534.91,0.54481,0.56885,0.95243,0.90347,0.73626,0.82688,0.7108,0.55379,0.48129,0.89907,0.000585032,0.000585032,0.000585032
38,550.283,0.53753,0.55695,0.94988,0.89564,0.74177,0.82689,0.71485,0.54834,0.48571,0.89357,0.000576033,0.000576033,0.000576033
39,567.092,0.53416,0.55819,0.94868,0.92323,0.72647,0.82792,0.71151,0.54844,0.47645,0.89666,0.000567034,0.000567034,0.000567034
40,581.581,0.53669,0.53532,0.9465,0.89714,0.73653,0.82686,0.71458,0.54215,0.47727,0.89172,0.000558035,0.000558035,0.000558035
