epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,1282.3,0.47633,0.44398,0.97755,0.90879,0.78036,0.84808,0.74996,0.53217,0.51545,0.99201,0.000345056,0.000345056,0.000345056
49,1307.58,0.47874,0.44749,0.97541,0.93481,0.76032,0.85239,0.75397,0.5311,0.51606,0.98827,0.000333058,0.000333058,0.000333058
50,1332.93,0.47226,0.43298,0.97354,0.92514,0.7674,0.84627,0.74904,0.5201,0.51097,0.9818,0.000321059,0.000321059,0.000321059
51,1358.24,0.4651,0.42415,0.97013,0.93632,0.75078,0.84469,0.75019,0.52315,0.51862,0.99034,0.00030906,0.00030906,0.00030906
52,1383.63,0.46365,0.42546,0.97052,0.90411,0.77256,0.85142,0.76253,0.51519,0.50245,0.9825,0.000297061,0.000297061,0.000297061
53,1409.07,0.45579,0.4107,0.96322,0.89893,0.76465,0.8419,0.75253,0.51662,0.52752,0.9791,0.000285062,0.000285062,0.000285062
54,1434.46,0.45988,0.41953,0.97049,0.90354,0.76282,0.84315,0.75335,0.51358,0.52065,0.98205,0.000273064,0.000273064,0.000273064
55,1459.79,0.46009,0.41425,0.96305,0.91827,0.77203,0.84814,0.75266,0.51599,0.50609,0.97988,0.000261065,0.000261065,0.000261065
56,1484.95,0.44999,0.3984,0.96161,0.90644,0.76121,0.84347,0.75661,0.50887,0.52523,0.97752,0.000249066,0.000249066,0.000249066
57,1510.1,0.44981,0.3997,0.96515,0.9215,0.77334,0.84796,0.7567,0.51791,0.5154,0.9823,0.000237067,0.000237067,0.000237067
58,1535.47,0.44701,0.39228,0.95835,0.89228,0.78826,0.84358,0.75205,0.51077,0.51527,0.97512,0.000225068,0.000225068,0.000225068
59,1560.91,0.44674,0.39452,0.96298,0.93185,0.75876,0.84933,0.75764,0.50958,0.50149,0.97802,0.00021307,0.00021307,0.00021307
60,1586.17,0.43832,0.39286,0.95514,0.90141,0.77784,0.84672,0.75484,0.51069,0.50492,0.97605,0.000201071,0.000201071,0.000201071
61,1611.37,0.43754,0.38544,0.9566,0.93157,0.76628,0.84945,0.75743,0.5098,0.49993,0.97803,0.000189072,0.000189072,0.000189072
62,1636.55,0.43616,0.37219,0.95481,0.9294,0.76037,0.8478,0.75887,0.50353,0.50587,0.97399,0.000177073,0.000177073,0.000177073
63,1661.81,0.43478,0.37685,0.95495,0.93011,0.76052,0.85206,0.75897,0.5049,0.49566,0.97401,0.000165074,0.000165074,0.000165074
64,1687.1,0.43303,0.37128,0.95124,0.93118,0.76977,0.85206,0.76281,0.50236,0.4958,0.97484,0.000153076,0.000153076,0.000153076
65,1712.57,0.42839,0.36465,0.95138,0.94169,0.75624,0.84968,0.76052,0.5027,0.50386,0.97186,0.000141077,0.000141077,0.000141077
66,1755.14,0.38388,0.30181,0.91144,0.89976,0.7787,0.84819,0.75513,0.51162,0.50761,0.98103,0.000129078,0.000129078,0.000129078
67,1780.2,0.37565,0.28231,0.91237,0.92656,0.76501,0.84739,0.75711,0.5114,0.51841,0.97699,0.000117079,0.000117079,0.000117079
68,1805.28,0.36372,0.27118,0.90657,0.92267,0.77473,0.85318,0.76289,0.50395,0.49725,0.97627,0.00010508,0.00010508,0.00010508
69,1830.19,0.36221,0.26974,0.90254,0.9205,0.77391,0.85013,0.76189,0.50024,0.50821,0.97143,9.30816e-05,9.30816e-05,9.30816e-05
70,1855.24,0.35976,0.26595,0.89774,0.94737,0.76049,0.84994,0.76279,0.50105,0.50565,0.97288,8.10828e-05,8.10828e-05,8.10828e-05
71,1880.26,0.3504,0.25708,0.89318,0.92957,0.76699,0.85141,0.76197,0.50121,0.50857,0.97449,6.9084e-05,6.9084e-05,6.9084e-05
72,1905.66,0.34593,0.25109,0.8921,0.91058,0.78485,0.85491,0.76675,0.50002,0.49967,0.97447,5.70852e-05,5.70852e-05,5.70852e-05
73,1930.92,0.34172,0.2471,0.88934,0.94452,0.76322,0.85211,0.76329,0.49863,0.5106,0.9717,4.50864e-05,4.50864e-05,4.50864e-05
74,1955.98,0.34094,0.24808,0.89373,0.91822,0.7752,0.85178,0.76398,0.50017,0.51381,0.97342,3.30876e-05,3.30876e-05,3.30876e-05
75,1981,0.34112,0.24557,0.89301,0.93476,0.76586,0.85451,0.76832,0.49732,0.50924,0.97201,2.10888e-05,2.10888e-05,2.10888e-05
